audio_path,transcription,speaker_id,age,gender,location,duration,pdp_score
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_065f_0261.wav,swi nga ri swa mfumo,65,21,female,limpopo,2.88,-0.2323
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_116m_0269.wav,ka yi nga tsakisi no,116,21,male,gauteng,2.76,-0.237
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_091m_0392.wav,vuvulavuri bya ririmi ro engetela,91,22,male,limpopo,6.84,-0.2543
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_167m_0467.wav,mana wa xona a a,167,23,male,gauteng,3.12,-0.1966
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_119f_0134.wav,eka loyi a nga na,119,19,female,gauteng,2.88,-0.2136
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_129f_0021.wav,na n wana wa yena,129,19,female,gauteng,2.16,-0.2205
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_155m_0248.wav,byo komba leswaku mukamberiwa wa,155,18,male,gauteng,2.76,-0.241
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_016m_0122.wav,lama endliweke ku nga si,16,20,male,limpopo,4.68,-0.2316
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_156f_0416.wav,leswi nga kona a swi,156,21,female,gauteng,2.4,-0.2124
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_052f_0301.wav,swilo swi nga ta va,52,20,female,limpopo,5.52,-0.2255
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_070f_0133.wav,byi kombisa ku lemuka,70,22,female,limpopo,4.32,-0.2427
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_173f_0504.wav,endla leswaku ku va na,173,21,female,gauteng,3.36,-0.2334
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_050f_0235.wav,swilaveko swa nawu lowu na,50,18,female,limpopo,4.32,-0.2321
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_134m_0128.wav,leswaku swimila a swi na,134,-1,male,gauteng,3.36,-0.2277
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_119f_0171.wav,titwa ka yena mayelana na,119,19,female,gauteng,4.44,-0.2239
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_182f_0050.wav,u fanele ku va a,182,23,female,gauteng,3.84,-0.2341
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_019f_0182.wav,lava swi va khumbhaka eka,19,23,female,limpopo,5.4,-0.2334
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_136f_0357.wav,ku lemuka leswaku a hi,136,20,female,gauteng,3.48,-0.2346
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_104f_0293.wav,eka munhu loyi a nga,104,21,female,gauteng,3.12,-0.2538
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_067f_0143.wav,navelaka ku rhumela xikombelo eka,67,20,female,limpopo,4.68,-0.2442
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_167m_0270.wav,ya mahlawuri kun we ni,167,23,male,gauteng,3.36,-0.2334
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_020m_0114.wav,swi lava mati ku kurisa swimilana,20,26,male,limpopo,4.56,-0.2087
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_185f_0002.wav,rin wana ra tindzimi ta,185,20,female,gauteng,3.0,-0.2457
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_134m_0602.wav,va afrika dzonga lava va,134,-1,male,gauteng,3.48,-0.2359
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_133f_0020.wav,nga twala a wu chavisa,133,20,female,gauteng,5.28,-0.2498
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_189f_0562.wav,swa kudya swa xaveka,189,19,female,gauteng,2.64,-0.2362
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_022m_0266.wav,kombisa ku twisisa ka nhlokomhaka,22,24,male,limpopo,5.4,-0.2507
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_172f_0109.wav,va nawu ya xitifiketi xa,172,22,female,gauteng,4.44,-0.2541
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_022m_0132.wav,lexi landzelaka eka nkarhi lowu,22,24,male,limpopo,4.32,-0.2475
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_018f_0299.wav,wo ka wu nga ri,18,20,female,limpopo,3.12,-0.2331
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_160f_0236.wav,xi nga ri xa mfumo,160,24,female,gauteng,3.12,-0.2416
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_167m_0115.wav,siku ra ku sungula ka,167,23,male,gauteng,3.24,-0.2457
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_136f_0328.wav,ya wena a yi tate,136,20,female,gauteng,3.48,-0.251
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_066f_0429.wav,ku nga si va ni,66,20,female,limpopo,2.16,-0.2224
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_057f_0420.wav,va masiku lawa va swi,57,18,female,limpopo,2.28,-0.2074
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_171m_0438.wav,nawu wa endlele ra swa,171,19,male,gauteng,4.44,-0.2409
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_147m_0399.wav,ku ri ni leswi swi,147,20,male,gauteng,2.28,-0.2328
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_187f_0432.wav,ya mfumo wa muganga yi,187,21,female,gauteng,2.4,-0.236
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_078m_0138.wav,xi kayivela milawu ya matsalelo,78,24,male,limpopo,3.72,-0.2269
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_044f_0500.wav,ku kombisa ku twisisa ka,44,-1,female,limpopo,3.6,-0.2368
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_093m_0023.wav,ya swa timali ta tiko,93,23,male,gauteng,3.6,-0.2331
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_059m_0542.wav,na ku cinca kumbe ku,59,21,male,limpopo,2.64,-0.2513
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_186m_0115.wav,ku ku tlherisela mali ya,186,18,male,gauteng,2.52,-0.2493
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_005f_0271.wav,a yi ve kwalomu ka,5,27,female,limpopo,3.24,-0.2396
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_091m_0537.wav,leswaku a ta kota ku,91,22,male,limpopo,4.56,-0.2247
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_096m_0517.wav,wa timaraka ku kombisa ku,96,22,male,gauteng,3.24,-0.2218
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_101m_0235.wav,swi fanele ku fambisana na,101,22,male,gauteng,2.76,-0.2338
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_057f_0509.wav,tata wa yena a a,57,18,female,limpopo,2.4,-0.2292
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_043f_0067.wav,ku tekeriwa enhlokweni ka r,43,19,female,limpopo,3.36,-0.2475
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_164f_0033.wav,swi nga teka masiku ya,164,19,female,gauteng,5.4,-0.2193
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_016m_0514.wav,eka tsalwa ra timfanelo ta,16,20,male,limpopo,6.72,-0.2575
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_123m_0218.wav,vanhu van wana va ehleketa,123,22,male,gauteng,2.64,-0.2563
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_136f_0394.wav,leswaku i mani a nga,136,20,female,gauteng,2.76,-0.2289
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_051f_0167.wav,va faneleke ku swi tiva,51,-1,female,limpopo,3.0,-0.2436
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_057f_0273.wav,swa xiyenge xin wana ni,57,18,female,limpopo,3.0,-0.2381
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_076m_0087.wav,miehleketo yo ka yi nga,76,20,male,limpopo,4.32,-0.2537
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_078m_0462.wav,leswi landzelaka ku ya hilaha,78,24,male,limpopo,3.96,-0.2577
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_071f_0460.wav,lexi nga kona xa xinawu,71,22,female,limpopo,5.4,-0.2282
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_082f_0522.wav,wu fanele ku katsa timhaka,82,20,female,limpopo,3.0,-0.2521
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_163f_0280.wav,ku xaviselana exikarhi ka matiko,163,20,female,gauteng,6.0,-0.2408
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_067f_0218.wav,ta lava swi va khumbhaka,67,20,female,limpopo,4.56,-0.2401
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_145m_0081.wav,loko ku ri na xivangelo,145,21,male,gauteng,3.12,-0.2434
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_023f_0640.wav,fanele yi va kwalomu ka,23,24,female,limpopo,4.92,-0.2345
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_042f_0490.wav,a a fanele ku ya,42,18,female,limpopo,3.12,-0.2269
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_129f_0318.wav,ku xaviwa ka swilo,129,19,female,gauteng,2.52,-0.2249
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_009m_0462.wav,a ringetisaka xiswona ku hlamula,9,21,male,limpopo,2.88,-0.2491
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_161m_0531.wav,a a navela ku va,161,19,male,gauteng,2.28,-0.2433
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_079f_0601.wav,ku kombisa mahlamulelo ya le,79,20,female,limpopo,3.36,-0.2264
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_111f_0442.wav,ku ya emahlweni ni ku,111,17,female,gauteng,3.96,-0.2341
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_009m_0185.wav,ka yi nga tsakisi no,9,21,male,limpopo,3.0,-0.237
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_165f_0474.wav,moya lowu wa titimela,165,19,female,gauteng,3.72,-0.2435
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_118m_0550.wav,ku va na nhlangano wa,118,19,male,gauteng,3.12,-0.2192
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_174m_0171.wav,na vayimeri va varhangeri va,174,21,male,gauteng,3.24,-0.2524
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_137m_0240.wav,wa nawu loyi a nga,137,22,male,gauteng,3.48,-0.2239
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_036f_0187.wav,lava ku vulavuriwaka hi vona,36,23,female,limpopo,4.56,-0.2463
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_083f_0495.wav,huma eka nkwama wa rixaka,83,23,female,limpopo,3.24,-0.2233
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_121m_0215.wav,loko u tshama eka matiko,121,23,male,gauteng,3.96,-0.2572
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_025f_0183.wav,to koma eka xiyenge xa,25,18,female,limpopo,4.56,-0.2474
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_082f_0170.wav,lowu hlanganeke no hlayiseka wa,82,20,female,limpopo,4.08,-0.2347
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_116m_0342.wav,eka xivulwa lexi nga laha,116,21,male,gauteng,3.12,-0.2359
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_102f_0182.wav,va ka nkuna a va,102,21,female,gauteng,5.52,-0.2046
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_106m_0433.wav,u kota ku kongoma eka,106,21,male,gauteng,2.64,-0.2341
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_081m_0058.wav,kumbe mighingiriko leyi nga ni,81,23,male,limpopo,3.48,-0.2555
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_189f_0025.wav,kambe xi nyika nhlamuselo yo,189,19,female,gauteng,3.6,-0.2469
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_127f_0057.wav,twisisa ka leswi lavekaka eka,127,19,female,gauteng,6.36,-0.2138
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_123m_0322.wav,miehleketo ya tsakisa naswona i,123,22,male,gauteng,3.36,-0.2414
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_106m_0248.wav,n wana wa vanhu a,106,21,male,gauteng,2.04,-0.2509
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_065f_0506.wav,a wu ringanelangi ku ya,65,21,female,limpopo,3.36,-0.2197
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_103f_0424.wav,tiva leswi va faneleke ku,103,22,female,gauteng,4.56,-0.2415
